prompt_id,category,length,scheme,key_id,value,eligible_positions
null-0000,classification,512,synthid,synthid-07,0.5005265929436545,422
null-0000,classification,512,synthid,synthid-08,0.4921011058451817,422
null-0000,classification,512,synthid,synthid-09,0.5034228541337546,422
null-0001,closed_qa,128,kgw,kgw-00,0.05292561240249631,119
null-0001,closed_qa,128,kgw,kgw-01,-0.7938841860374447,119
null-0001,closed_qa,128,kgw,kgw-02,-1.2172890852574152,119
null-0001,closed_qa,128,kgw,kgw-03,0.05292561240249631,119
null-0001,closed_qa,128,kgw,kgw-04,-1.2172890852574152,119
null-0001,closed_qa,128,kgw,kgw-05,-0.7938841860374447,119
null-0001,closed_qa,128,kgw,kgw-06,-2.2758013333073412,119
null-0001,closed_qa,128,kgw,kgw-07,2.8050574573323046,119
null-0001,closed_qa,128,kgw,kgw-08,2.381652558112334,119
null-0001,closed_qa,128,kgw,kgw-09,-0.37047928681747416,119
null-0001,closed_qa,128,synthid,synthid-00,0.5150659133709982,118
null-0001,closed_qa,128,synthid,synthid-01,0.507532956685499,118
null-0001,closed_qa,128,synthid,synthid-02,0.5235404896421846,118
null-0001,closed_qa,128,synthid,synthid-03,0.5178907721280602,118
null-0001,closed_qa,128,synthid,synthid-04,0.504708097928437,118
null-0001,closed_qa,128,synthid,synthid-05,0.5,118
null-0001,closed_qa,128,synthid,synthid-06,0.5216572504708098,118
null-0001,closed_qa,128,synthid,synthid-07,0.5169491525423728,118
null-0001,closed_qa,128,synthid,synthid-08,0.4934086629001883,118
null-0001,closed_qa,128,synthid,synthid-09,0.5028248587570622,118
null-0001,closed_qa,256,kgw,kgw-00,0.454858826147342,232
null-0001,closed_qa,256,kgw,kgw-01,-0.909717652294684,232
null-0001,closed_qa,256,kgw,kgw-02,-1.364576478442026,232
null-0001,closed_qa,256,kgw,kgw-03,-1.0613372610104648,232
null-0001,closed_qa,256,kgw,kgw-04,-2.5775333481682714,232
null-0001,closed_qa,256,kgw,kgw-05,0.909717652294684,232
null-0001,closed_qa,256,kgw,kgw-06,-1.5161960871578068,232
null-0001,closed_qa,256,kgw,kgw-07,2.1226745220209295,232
null-0001,closed_qa,256,kgw,kgw-08,2.8807725655998326,232
null-0001,closed_qa,256,kgw,kgw-09,-1.0613372610104648,232
null-0001,closed_qa,256,synthid,synthid-00,0.5180375180375181,231
null-0001,closed_qa,256,synthid,synthid-01,0.49927849927849927,231
null-0001,closed_qa,256,synthid,synthid-02,0.5055315055315055,231
null-0001,closed_qa,256,synthid,synthid-03,0.506012506012506,231
null-0001,closed_qa,256,synthid,synthid-04,0.5050505050505051,231
null-0001,closed_qa,256,synthid,synthid-05,0.5117845117845118,231
null-0001,closed_qa,256,synthid,synthid-06,0.5021645021645021,231
null-0001,closed_qa,256,synthid,synthid-07,0.5117845117845118,231
null-0001,closed_qa,256,synthid,synthid-08,0.4983164983164983,231
null-0001,closed_qa,256,synthid,synthid-09,0.4983164983164983,231
null-0001,closed_qa,512,kgw,kgw-00,-0.52895438944581,386
null-0001,closed_qa,512,kgw,kgw-01,-1.93949942796797,386
null-0001,closed_qa,512,kgw,kgw-02,-0.05877270993842333,386
null-0001,closed_qa,512,kgw,kgw-03,-1.4693177484605833,386
null-0001,closed_qa,512,kgw,kgw-04,-2.1745902677216633,386
null-0001,closed_qa,512,kgw,kgw-05,0.7640452291995034,386
null-0001,closed_qa,512,kgw,kgw-06,-1.5868631683374301,386
null-0001,closed_qa,512,kgw,kgw-07,2.7623173671058967,386
null-0001,closed_qa,512,kgw,kgw-08,2.64477194722905,386
null-0001,closed_qa,512,kgw,kgw-09,-0.41140896956896333,386
null-0001,closed_qa,512,synthid,synthid-00,0.5073593073593073,385
null-0001,closed_qa,512,synthid,synthid-01,0.5027417027417027,385
null-0001,closed_qa,512,synthid,synthid-02,0.4984126984126984,385
null-0001,closed_qa,512,synthid,synthid-03,0.5033189033189033,385
null-0001,closed_qa,512,synthid,synthid-04,0.5033189033189033,385
null-0001,closed_qa,512,synthid,synthid-05,0.5108225108225108,385
null-0001,closed_qa,512,synthid,synthid-06,0.5102453102453103,385
null-0001,closed_qa,512,synthid,synthid-07,0.5093795093795094,385
null-0001,closed_qa,512,synthid,synthid-08,0.5082251082251082,385
null-0001,closed_qa,512,synthid,synthid-09,0.5012987012987012,385
null-0002,classification,128,kgw,kgw-00,0.6880329612324521,119
null-0002,classification,128,kgw,kgw-01,2.8050574573323046,119
null-0002,classification,128,kgw,kgw-02,-0.15877683720748895,119
null-0002,classification,128,kgw,kgw-03,-2.4875037829173268,119
null-0002,classification,128,kgw,kgw-04,-1.4289915348674005,119
null-0002,classification,128,kgw,kgw-05,-1.4289915348674005,119
null-0002,classification,128,kgw,kgw-06,0.26462806201248157,119
null-0002,classification,128,kgw,kgw-07,0.6880329612324521,119
null-0002,classification,128,kgw,kgw-08,0.4763305116224668,119
null-0002,classification,128,kgw,kgw-09,2.381652558112334,119
null-0002,classification,128,synthid,synthid-00,0.5084745762711864,118
null-0002,classification,128,synthid,synthid-01,0.4981167608286252,118
null-0002,classification,128,synthid,synthid-02,0.4981167608286252,118
null-0002,classification,128,synthid,synthid-03,0.4915254237288136,118
null-0002,classification,128,synthid,synthid-04,0.4764595103578154,118
null-0002,classification,128,synthid,synthid-05,0.4962335216572505,118
null-0002,classification,128,synthid,synthid-06,0.4821092278719397,118
null-0002,classification,128,synthid,synthid-07,0.5150659133709982,118
null-0002,classification,128,synthid,synthid-08,0.5084745762711864,118
null-0002,classification,128,synthid,synthid-09,0.5018832391713748,118
null-0002,classification,256,kgw,kgw-00,0.6737215368532152,188
null-0002,classification,256,kgw,kgw-01,2.8633165316261646,188
null-0002,classification,256,kgw,kgw-02,0.0,188
null-0002,classification,256,kgw,kgw-03,-4.042329221119291,188
null-0002,classification,256,kgw,kgw-04,-1.0105823052798228,188
null-0002,classification,256,kgw,kgw-05,-0.3368607684266076,188
null-0002,classification,256,kgw,kgw-06,0.0,188
null-0002,classification,256,kgw,kgw-07,1.1790126894931265,188
null-0002,classification,256,kgw,kgw-08,0.5052911526399114,188
null-0002,classification,256,kgw,kgw-09,2.1895949947729494,188
null-0002,classification,256,synthid,synthid-00,0.5008912655971479,187
null-0002,classification,256,synthid,synthid-01,0.5038621509209744,187
null-0002,classification,256,synthid,synthid-02,0.5038621509209744,187
null-0002,classification,256,synthid,synthid-03,0.48544266191325014,187
null-0002,classification,256,synthid,synthid-04,0.47950089126559714,187
null-0002,classification,256,synthid,synthid-05,0.5014854426619133,187
null-0002,classification,256,synthid,synthid-06,0.49376114081996436,187
null-0002,classification,256,synthid,synthid-07,0.5044563279857398,187
null-0002,classification,256,synthid,synthid-08,0.5002970885323826,187
null-0002,classification,256,synthid,synthid-09,0.5062388591800356,187
null-0002,classification,512,kgw,kgw-00,-2.0565089907970813,333
null-0002,classification,512,kgw,kgw-01,-0.03163859985841663,333
null-0002,classification,512,kgw,kgw-02,-2.5627265885317474,333
null-0002,classification,512,kgw,kgw-03,-4.840705778337745,333
null-0002,classification,512,kgw,kgw-04,-1.297182594195082,333
null-0002,classification,512,kgw,kgw-05,-0.9175193958940824,333
null-0002,classification,512,kgw,kgw-06,0.0949157995752499,333
null-0002,classification,512,kgw,kgw-07,3.132221385983247,333
null-0002,classification,512,kgw,kgw-08,3.0056669865495804,333
null-0002,classification,512,kgw,kgw-09,3.0056669865495804,333
null-0002,classification,512,synthid,synthid-00,0.5060240963855421,332
null-0002,classification,512,synthid,synthid-01,0.4923025435073628,332
null-0002,classification,512,synthid,synthid-02,0.5073627844712182,332
null-0002,classification,512,synthid,synthid-03,0.49698795180722893,332
null-0002,classification,512,synthid,synthid-04,0.4862784471218206,332
null-0002,classification,512,synthid,synthid-05,0.5050200803212851,332
null-0002,classification,512,synthid,synthid-06,0.5123828647925034,332
null-0002,classification,512,synthid,synthid-07,0.5127175368139224,332
null-0002,classification,512,synthid,synthid-08,0.49765729585006696,332
null-0002,classification,512,synthid,synthid-09,0.5043507362784472,332
null-0003,closed_qa,128,kgw,kgw-00,-0.5821817364274594,119
null-0003,closed_qa,128,kgw,kgw-01,-1.2172890852574152,119
null-0003,closed_qa,128,kgw,kgw-02,-0.5821817364274594,119
null-0003,closed_qa,128,kgw,kgw-03,-0.37047928681747416,119
null-0003,closed_qa,128,kgw,kgw-04,0.26462806201248157,119
null-0003,closed_qa,128,kgw,kgw-05,2.8050574573323046,119
null-0003,closed_qa,128,kgw,kgw-06,1.1114378604524227,119
null-0003,closed_qa,128,kgw,kgw-07,-2.2758013333073412,119
null-0003,closed_qa,128,kgw,kgw-08,-0.37047928681747416,119
null-0003,closed_qa,128,kgw,kgw-09,0.6880329612324521,119
null-0003,closed_qa,128,synthid,synthid-00,0.4934086629001883,118
null-0003,closed_qa,128,synthid,synthid-01,0.5160075329566854,118
null-0003,closed_qa,128,synthid,synthid-02,0.5056497175141242,118
null-0003,closed_qa,128,synthid,synthid-03,0.4915254237288136,118
null-0003,closed_qa,128,synthid,synthid-04,0.4830508474576271,118
null-0003,closed_qa,128,synthid,synthid-05,0.4962335216572505,118
null-0003,closed_qa,128,synthid,synthid-06,0.504708097928437,118
null-0003,closed_qa,128,synthid,synthid-07,0.504708097928437,118
null-0003,closed_qa,128,synthid,synthid-08,0.5263653483992468,118
null-0003,closed_qa,128,synthid,synthid-09,0.5310734463276836,118
null-0003,closed_qa,256,kgw,kgw-00,-1.3057621334923666,226
null-0003,closed_qa,256,kgw,kgw-01,-2.227476580663449,226
null-0003,closed_qa,256,kgw,kgw-02,-1.3057621334923666,226
null-0003,closed_qa,256,kgw,kgw-03,-0.3840476863212843,226
null-0003,closed_qa,256,kgw,kgw-04,0.6912858353783118,226
null-0003,closed_qa,256,kgw,kgw-05,2.68833380424899,226
null-0003,closed_qa,256,kgw,kgw-06,0.9985239844353392,226
null-0003,closed_qa,256,kgw,kgw-07,-0.9985239844353392,226
null-0003,closed_qa,256,kgw,kgw-08,-0.537666760849798,226
null-0003,closed_qa,256,kgw,kgw-09,1.4593812080208803,226
null-0003,closed_qa,256,synthid,synthid-00,0.4785185185185185,225
null-0003,closed_qa,256,synthid,synthid-01,0.5032098765432099,225
null-0003,closed_qa,256,synthid,synthid-02,0.5017283950617284,225
null-0003,closed_qa,256,synthid,synthid-03,0.49777777777777776,225
null-0003,closed_qa,256,synthid,synthid-04,0.4997530864197531,225
null-0003,closed_qa,256,synthid,synthid-05,0.5061728395061729,225
null-0003,closed_qa,256,synthid,synthid-06,0.49777777777777776,225
null-0003,closed_qa,256,synthid,synthid-07,0.5061728395061729,225
null-0003,closed_qa,256,synthid,synthid-08,0.5239506172839506,225
null-0003,closed_qa,256,synthid,synthid-09,0.5279012345679013,225
null-0003,closed_qa,512,kgw,kgw-00,-0.847125776186397,314
null-0003,closed_qa,512,kgw,kgw-01,-3.32333958350048,314
null-0003,closed_qa,512,kgw,kgw-02,-0.7167987336961821,314
null-0003,closed_qa,512,kgw,kgw-03,-0.9774528186766118,314
null-0003,closed_qa,512,kgw,kgw-04,0.4561446487157522,314
null-0003,closed_qa,512,kgw,kgw-05,2.411050286068976,314
null-0003,closed_qa,512,kgw,kgw-06,0.7167987336961821,314
null-0003,closed_qa,512,kgw,kgw-07,-0.3258176062255373,314
null-0003,closed_qa,512,kgw,kgw-08,0.5864716912059671,314
null-0003,closed_qa,512,kgw,kgw-09,2.0200691585983312,314
null-0003,closed_qa,512,synthid,synthid-00,0.4851380042462845,314
null-0003,closed_qa,512,synthid,synthid-01,0.5,314
null-0003,closed_qa,512,synthid,synthid-02,0.5,314
null-0003,closed_qa,512,synthid,synthid-03,0.5,314
null-0003,closed_qa,512,synthid,synthid-04,0.49504600141542815,314
null-0003,closed_qa,512,synthid,synthid-05,0.4968152866242038,314
null-0003,closed_qa,512,synthid,synthid-06,0.49469214437367304,314
null-0003,closed_qa,512,synthid,synthid-07,0.5035385704175513,314
null-0003,closed_qa,512,synthid,synthid-08,0.5152158527954707,314
null-0003,closed_qa,512,synthid,synthid-09,0.5233545647558386,314
null-0004,closed_qa,128,kgw,kgw-00,0.20739033894608505,124
null-0004,closed_qa,128,kgw,kgw-01,0.0,124
null-0004,closed_qa,128,kgw,kgw-02,-0.4147806778921701,124
null-0004,closed_qa,128,kgw,kgw-03,-1.2443420336765103,124
null-0004,closed_qa,128,kgw,kgw-04,1.0369516947304254,124
null-0004,closed_qa,128,kgw,kgw-05,-0.20739033894608505,124
null-0004,closed_qa,128,kgw,kgw-06,-1.0369516947304254,124
null-0004,closed_qa,128,kgw,kgw-07,0.4147806778921701,124
null-0004,closed_qa,128,kgw,kgw-08,-0.8295613557843402,124
null-0004,closed_qa,128,kgw,kgw-09,0.4147806778921701,124
null-0004,closed_qa,128,synthid,synthid-00,0.5112917795844625,123
null-0004,closed_qa,128,synthid,synthid-01,0.4896115627822945,123
null-0004,closed_qa,128,synthid,synthid-02,0.5004516711833785,123
null-0004,closed_qa,128,synthid,synthid-03,0.4832881662149955,123
null-0004,closed_qa,128,synthid,synthid-04,0.5121951219512195,123
null-0004,closed_qa,128,synthid,synthid-05,0.4869015356820235,123
null-0004,closed_qa,128,synthid,synthid-06,0.47335140018066846,123
null-0004,closed_qa,128,synthid,synthid-07,0.5158084914182475,123
null-0004,closed_qa,128,synthid,synthid-08,0.5140018066847335,123
null-0004,closed_qa,128,synthid,synthid-09,0.48419150858175247,123
null-0004,closed_qa,256,kgw,kgw-00,0.7066176031403217,241
null-0004,closed_qa,256,kgw,kgw-01,1.8967104084292847,241
null-0004,closed_qa,256,kgw,kgw-02,-1.0785216047931228,241
null-0004,closed_qa,256,kgw,kgw-03,-0.9297600041320023,241
null-0004,closed_qa,256,kgw,kgw-04,-0.7809984034708819,241
null-0004,closed_qa,256,kgw,kgw-05,-0.18595200082640045,241
null-0004,closed_qa,256,kgw,kgw-06,-0.9297600041320023,241
null-0004,closed_qa,256,kgw,kgw-07,1.4504256064459236,241
null-0004,closed_qa,256,kgw,kgw-08,-1.0785216047931228,241
null-0004,closed_qa,256,kgw,kgw-09,0.5578560024792014,241
null-0004,closed_qa,256,synthid,synthid-00,0.49027777777777776,240
null-0004,closed_qa,256,synthid,synthid-01,0.49537037037037035,240
null-0004,closed_qa,256,synthid,synthid-02,0.5032407407407408,240
null-0004,closed_qa,256,synthid,synthid-03,0.5032407407407408,240
null-0004,closed_qa,256,synthid,synthid-04,0.4962962962962963,240
null-0004,closed_qa,256,synthid,synthid-05,0.500462962962963,240
null-0004,closed_qa,256,synthid,synthid-06,0.4759259259259259,240
null-0004,closed_qa,256,synthid,synthid-07,0.5078703703703704,240
null-0004,closed_qa,256,synthid,synthid-08,0.5087962962962963,240
null-0004,closed_qa,256,synthid,synthid-09,0.4791666666666667,240
null-0004,closed_qa,512,kgw,kgw-00,0.9555824891624582,307
null-0004,closed_qa,512,kgw,kgw-01,1.7464093767451823,307
null-0004,closed_qa,512,kgw,kgw-02,-1.416898173585714,307
null-0004,closed_qa,512,kgw,kgw-03,-1.812311617377076,307
null-0004,closed_qa,512,kgw,kgw-04,-2.0759205799046505,307
null-0004,closed_qa,512,kgw,kgw-05,0.16475560157973418,307
null-0004,closed_qa,512,kgw,kgw-06,-0.7578757672667772,307
null-0004,closed_qa,512,kgw,kgw-07,1.614604895481395,307
null-0004,closed_qa,512,kgw,kgw-08,-0.7578757672667772,307
null-0004,closed_qa,512,kgw,kgw-09,0.823778007898671,307
null-0004,closed_qa,512,synthid,synthid-00,0.4947520810712993,307
null-0004,closed_qa,512,synthid,synthid-01,0.5009048136083967,307
null-0004,closed_qa,512,synthid,synthid-02,0.507057546145494,307
null-0004,closed_qa,512,synthid,synthid-03,0.5012667390517553,307
null-0004,closed_qa,512,synthid,synthid-04,0.4925805284111473,307
null-0004,closed_qa,512,synthid,synthid-05,0.49547593195801665,307
null-0004,closed_qa,512,synthid,synthid-06,0.4889612739775606,307
null-0004,closed_qa,512,synthid,synthid-07,0.5023525153818313,307
null-0004,closed_qa,512,synthid,synthid-08,0.501628664495114,307
null-0004,closed_qa,512,synthid,synthid-09,0.49221860296778863,307
null-0005,brainstorming,128,kgw,kgw-00,1.4517323726225955,124
null-0005,brainstorming,128,kgw,kgw-01,-0.20739033894608505,124
null-0005,brainstorming,128,kgw,kgw-02,-0.4147806778921701,124
null-0005,brainstorming,128,kgw,kgw-03,-3.1108550841912757,124
null-0005,brainstorming,128,kgw,kgw-04,-1.6591227115686804,124
null-0005,brainstorming,128,kgw,kgw-05,1.4517323726225955,124
null-0005,brainstorming,128,kgw,kgw-06,-0.6221710168382552,124
null-0005,brainstorming,128,kgw,kgw-07,0.8295613557843402,124
null-0005,brainstorming,128,kgw,kgw-08,-1.0369516947304254,124
null-0005,brainstorming,128,kgw,kgw-09,0.0,124
null-0005,brainstorming,128,synthid,synthid-00,0.4869015356820235,123
null-0005,brainstorming,128,synthid,synthid-01,0.5094850948509485,123
null-0005,brainstorming,128,synthid,synthid-02,0.4914182475158085,123
null-0005,brainstorming,128,synthid,synthid-03,0.5121951219512195,123
null-0005,brainstorming,128,synthid,synthid-04,0.4832881662149955,123
null-0005,brainstorming,128,synthid,synthid-05,0.5049683830171635,123
null-0005,brainstorming,128,synthid,synthid-06,0.4905149051490515,123
null-0005,brainstorming,128,synthid,synthid-07,0.5103884372177055,123
null-0005,brainstorming,128,synthid,synthid-08,0.4968383017163505,123
null-0005,brainstorming,128,synthid,synthid-09,0.5167118337850045,123
null-0005,brainstorming,256,kgw,kgw-00,2.222963577090961,251
null-0005,brainstorming,256,kgw,kgw-01,-1.2754709048882562,251
null-0005,brainstorming,256,kgw,kgw-02,-0.8381665946408541,251
null-0005,brainstorming,256,kgw,kgw-03,-2.7331519390462633,251
null-0005,brainstorming,256,kgw,kgw-04,-1.421239008304057,251
null-0005,brainstorming,256,kgw,kgw-05,1.9314273702593594,251
null-0005,brainstorming,256,kgw,kgw-06,-0.10932607756185053,251
null-0005,brainstorming,256,kgw,kgw-07,1.9314273702593594,251
null-0005,brainstorming,256,kgw,kgw-08,-0.9839346980566548,251
null-0005,brainstorming,256,kgw,kgw-09,0.4737463361013523,251
null-0005,brainstorming,256,synthid,synthid-00,0.49244444444444446,250
null-0005,brainstorming,256,synthid,synthid-01,0.5031111111111111,250
null-0005,brainstorming,256,synthid,synthid-02,0.4955555555555556,250
null-0005,brainstorming,256,synthid,synthid-03,0.5031111111111111,250
null-0005,brainstorming,256,synthid,synthid-04,0.49377777777777776,250
null-0005,brainstorming,256,synthid,synthid-05,0.47955555555555557,250
null-0005,brainstorming,256,synthid,synthid-06,0.48088888888888887,250
null-0005,brainstorming,256,synthid,synthid-07,0.5173333333333333,250
null-0005,brainstorming,256,synthid,synthid-08,0.48933333333333334,250
null-0005,brainstorming,256,synthid,synthid-09,0.49422222222222223,250
null-0005,brainstorming,512,kgw,kgw-00,4.8512569379029,490
null-0005,brainstorming,512,kgw,kgw-01,-1.512757539776173,490
null-0005,brainstorming,512,kgw,kgw-02,-0.5738045840530311,490
null-0005,brainstorming,512,kgw,kgw-03,-4.433944513137059,490
null-0005,brainstorming,512,kgw,kgw-04,-0.6781326902444914,490
null-0005,brainstorming,512,kgw,kgw-05,3.5993196636053773,490
null-0005,brainstorming,512,kgw,kgw-06,0.26082026547865056,490
null-0005,brainstorming,512,kgw,kgw-07,2.1387261769249344,490
null-0005,brainstorming,512,kgw,kgw-08,-1.6170856459676333,490
null-0005,brainstorming,512,kgw,kgw-09,0.26082026547865056,490
null-0005,brainstorming,512,synthid,synthid-00,0.4957964099068394,489
null-0005,brainstorming,512,synthid,synthid-01,0.5071574642126789,489
null-0005,brainstorming,512,synthid,synthid-02,0.49625085207907293,489
null-0005,brainstorming,512,synthid,synthid-03,0.5105657805044308,489
null-0005,brainstorming,512,synthid,synthid-04,0.4910247670983867,489
null-0005,brainstorming,512,synthid,synthid-05,0.4894342194955692,489
null-0005,brainstorming,512,synthid,synthid-06,0.4862531242899341,489
null-0005,brainstorming,512,synthid,synthid-07,0.5121563281072483,489
null-0005,brainstorming,512,synthid,synthid-08,0.48693478754828445,489
null-0005,brainstorming,512,synthid,synthid-09,0.4923880936150875,489
null-0006,closed_qa,128,kgw,kgw-00,1.4580076006393152,106
null-0006,closed_qa,128,kgw,kgw-01,-0.5607721540920443,106
null-0006,closed_qa,128,kgw,kgw-02,-2.8038607704602216,106
null-0006,closed_qa,128,kgw,kgw-03,-0.5607721540920443,106
null-0006,closed_qa,128,kgw,kgw-04,0.785081015728862,106
null-0006,closed_qa,128,kgw,kgw-05,-1.0093898773656798,106
null-0006,closed_qa,128,kgw,kgw-06,-1.2336987390024976,106
null-0006,closed_qa,128,kgw,kgw-07,-1.4580076006393152,106
null-0006,closed_qa,128,kgw,kgw-08,1.2336987390024976,106
null-0006,closed_qa,128,kgw,kgw-09,-0.785081015728862,106
null-0006,closed_qa,128,synthid,synthid-00,0.5238095238095238,105
null-0006,closed_qa,128,synthid,synthid-01,0.4783068783068783,105
null-0006,closed_qa,128,synthid,synthid-02,0.5333333333333333,105
null-0006,closed_qa,128,synthid,synthid-03,0.47195767195767196,105
null-0006,closed_qa,128,synthid,synthid-04,0.5259259259259259,105
null-0006,closed_qa,128,synthid,synthid-05,0.49206349206349204,105
null-0006,closed_qa,128,synthid,synthid-06,0.48148148148148145,105
null-0006,closed_qa,128,synthid,synthid-07,0.48253968253968255,105
null-0006,closed_qa,128,synthid,synthid-08,0.5280423280423281,105
null-0006,closed_qa,128,synthid,synthid-09,0.4656084656084656,105
null-0006,closed_qa,256,kgw,kgw-00,0.3721042037676254,195
null-0006,closed_qa,256,kgw,kgw-01,-2.2739701341354883,195
null-0006,closed_qa,256,kgw,kgw-02,-3.2662480108491563,195
null-0006,closed_qa,256,kgw,kgw-03,-1.4470719035407653,195
null-0006,closed_qa,256,kgw,kgw-04,-0.4547940268270977,195
null-0006,closed_qa,256,kgw,kgw-05,-1.4470719035407653,195
null-0006,closed_qa,256,kgw,kgw-06,-2.604729426373378,195
null-0006,closed_qa,256,kgw,kgw-07,-1.116312611302876,195
null-0006,closed_qa,256,kgw,kgw-08,1.1990024343623484,195
null-0006,closed_qa,256,kgw,kgw-09,1.1990024343623484,195
null-0006,closed_qa,256,synthid,synthid-00,0.5103092783505154,194
null-0006,closed_qa,256,synthid,synthid-01,0.49427262313860254,194
null-0006,closed_qa,256,synthid,synthid-02,0.5108820160366552,194
null-0006,closed_qa,256,synthid,synthid-03,0.4822451317296678,194
null-0006,closed_qa,256,synthid,synthid-04,0.5257731958762887,194
null-0006,closed_qa,256,synthid,synthid-05,0.5034364261168385,194
null-0006,closed_qa,256,synthid,synthid-06,0.4896907216494845,194
null-0006,closed_qa,256,synthid,synthid-07,0.47995418098510884,194
null-0006,closed_qa,256,synthid,synthid-08,0.5217640320733105,194
null-0006,closed_qa,256,synthid,synthid-09,0.48911798396334477,194
null-0006,closed_qa,512,kgw,kgw-00,-2.1634681054428184,359
null-0006,closed_qa,512,kgw,kgw-01,-0.822727307703607,359
null-0006,closed_qa,512,kgw,kgw-02,-3.869865484383633,359
null-0006,closed_qa,512,kgw,kgw-03,-2.1634681054428184,359
null-0006,closed_qa,512,kgw,kgw-04,-0.3351851994348029,359
null-0006,closed_qa,512,kgw,kgw-05,0.3961279629684034,359
null-0006,closed_qa,512,kgw,kgw-06,-2.7728957407788237,359
null-0006,closed_qa,512,kgw,kgw-07,-0.700841780636406,359
null-0006,closed_qa,512,kgw,kgw-08,2.9557240313796256,359
null-0006,closed_qa,512,kgw,kgw-09,1.0055555983044087,359
null-0006,closed_qa,512,synthid,synthid-00,0.5094398019189106,359
null-0006,closed_qa,512,synthid,synthid-01,0.49953574744661094,359
null-0006,closed_qa,512,synthid,synthid-02,0.4942742185082018,359
null-0006,closed_qa,512,synthid,synthid-03,0.5001547508511297,359
null-0006,closed_qa,512,synthid,synthid-04,0.5131538223460229,359
null-0006,closed_qa,512,synthid,synthid-05,0.4921077065923863,359
null-0006,closed_qa,512,synthid,synthid-06,0.4964407304240173,359
null-0006,closed_qa,512,synthid,synthid-07,0.4948932219127205,359
null-0006,closed_qa,512,synthid,synthid-08,0.5125348189415042,359
null-0006,closed_qa,512,synthid,synthid-09,0.48220365212008665,359
